ts,symbol,type,total,direction,factors,tech,whale,oi,stable_d,cluster,cvd,vol,fg,liq,ls,stw,fr,mtf,contra,rsi,rsivol,oi_pct,stable_pct,price,cvd_veto,cooldown_loss,hl_oi,hl_fr,hl_whale,vp,vp_pos,ff,ff_detail,ob,ob_pct
2026-04-23 06:27:14,BTCUSDT,T,2,LONG,4,-1,0,0,0,1,2,0,0,1,-1,0,0,0,-1,64.3,76.8,-0.25,9.92,78243.8,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=3.8%,-1,-26.7,2,0.49090909090909096,23.6,TRANSITION
2026-04-23 06:28:18,ETHUSDT,T,2,LONG,5,2,0,0,0,-1,-2,0,0,1,1,0,-1,0,0,59.8,59.3,-0.49,9.92,2355.13,CVD_BEAR(-2),,0,1,0,0,inside_va,-1,line=78.6%@2357.14 resist,0,5.0,2,0.403030303030303,16.3,TRANSITION
2026-04-23 06:28:41,TONUSDT,T,-10,SHORT,5,-8,0,0,0,0,-1,-1,0,0,1,0,0,1,-1,49.7,80.7,0.06,9.92,1.3467,,,0,-1,0,0,inside_va,0,fan_down pivot=2.0 dist=5.7%,0,3.4,-1,-0.1090909090909091,19.6,TRANSITION
2026-04-23 06:28:57,TRBUSDT,W,0,NEUTRAL,0,-1,0,0,0,1,-1,0,0,1,1,0,0,1,1,43.0,18.0,0.08,9.92,17.898,,,0,-1,0,0,inside_va,0,fan_up pivot=12.0 dist=2.4%,0,-3.7,-1,-0.24545454545454548,20.0,TRANSITION
2026-04-23 06:29:23,SOLUSDT,W,-1,SHORT,4,-4,0,0,0,0,2,0,0,-1,1,0,0,2,0,54.6,63.4,0.21,9.92,86.07,,,0,-1,0,-1,poc_resist,0,fan_down pivot=149.0 dist=25.4%,0,1.6,1,0.13636363636363635,20.0,TRANSITION
2026-04-23 06:29:43,XRPUSDT,W,2,LONG,5,-4,0,0,0,0,2,0,0,1,1,0,0,2,0,49.9,56.9,0.17,9.92,1.4232,,,0,-1,0,1,poc_support,0,fan_down pivot=2.0 dist=4.8%,0,-0.3,0,-0.02121212121212121,20.0,TRANSITION
2026-04-23 06:29:56,LUNCUSDT,W,5,LONG,4,-1,0,1,0,0,0,0,0,0,1,0,-1,3,-1,69.5,79.3,0.84,9.92,0.0,,,0,0,0,0,inside_va,0,fan_up pivot=0.0 dist=3.0%,2,52.6,0,0.0,20.0,TRANSITION
2026-04-23 06:30:10,LINKUSDT,W,-1,SHORT,3,-4,0,0,0,1,1,0,0,0,1,0,0,1,0,48.3,61.2,0.04,9.92,9.248,,,0,-1,0,1,poc_support,0,fan_down pivot=14.0 dist=32.1%,0,5.1,-1,-0.17878787878787877,20.0,TRANSITION
2026-04-23 06:30:23,LTCUSDT,W,-1,SHORT,4,-4,0,0,0,1,0,-1,0,1,1,0,0,2,0,52.8,51.5,-0.06,9.92,55.25,,,0,1,0,-1,poc_resist,0,fan_down pivot=85.0 dist=5.5%,0,-9.2,-1,-0.13333333333333333,20.0,TRANSITION
2026-04-23 06:30:35,OPUSDT,W,0,NEUTRAL,0,-1,0,0,0,0,2,0,0,0,1,0,0,1,1,39.3,28.0,-0.05,9.92,0.1191,,,0,-1,0,0,inside_va,0,fan_down pivot=0.0 dist=19.2%,-1,-22.0,-1,-0.17575757575757575,20.0,TRANSITION
2026-04-23 06:30:53,XLMUSDT,W,1,LONG,6,-5,0,1,0,-1,0,2,0,-1,1,0,0,2,-3,58.0,86.5,0.55,9.92,0.1777,,,0,-1,0,0,inside_va,0,fan_up pivot=0.0 dist=24.2%,1,32.3,2,0.4,20.0,TRANSITION
2026-04-23 06:31:10,TRXUSDT,W,-4,SHORT,4,-5,0,0,0,0,-2,0,0,-1,1,0,0,1,0,45.2,57.0,0.29,9.92,0.3271,,,0,1,0,1,poc_support,1,line=78.6%@0.32 support,0,1.7,-1,-0.33636363636363636,20.0,TRANSITION
2026-04-23 06:31:19,BGBUSDT,W,3,LONG,3,-2,0,0,0,0,0,0,0,0,1,0,0,4,-2,65.8,97.0,0.0,9.92,1.938,,,0,0,0,0,inside_va,1,line=78.6%@1.93 support,-1,-33.5,0,0.0,20.0,TRANSITION
2026-04-23 06:38:09,BTCUSDT,T,3,LONG,4,-1,0,0,0,1,2,0,0,1,-1,0,0,0,-1,64.1,76.8,-0.2,9.91,78191.6,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=3.6%,0,-18.3,2,0.49090909090909096,23.6,TRANSITION
2026-04-23 06:39:15,ETHUSDT,T,2,LONG,5,2,0,0,0,-1,-1,0,0,1,1,0,-1,0,0,59.5,59.2,-0.48,9.91,2353.43,,,0,1,0,0,inside_va,-1,line=78.6%@2357.14 resist,-1,-29.1,2,0.403030303030303,16.3,TRANSITION
2026-04-23 06:39:36,TONUSDT,T,-8,SHORT,3,-8,0,0,0,0,0,0,0,0,1,0,0,1,-1,50.3,80.7,0.09,9.91,1.348,,,0,-1,0,0,inside_va,0,fan_down pivot=2.0 dist=5.8%,0,-1.1,-1,-0.1090909090909091,19.6,TRANSITION
2026-04-23 06:39:52,TRBUSDT,W,-1,SHORT,4,-1,0,0,0,0,-1,0,0,1,1,0,0,1,1,43.1,18.0,0.14,9.91,17.905,,,0,-1,0,0,inside_va,0,fan_up pivot=12.0 dist=2.4%,0,-16.2,-1,-0.2,20.0,TRANSITION
2026-04-23 06:41:20,BTCUSDT,T,1,LONG,3,-1,0,0,0,-1,2,0,0,1,-1,0,0,0,-1,64.0,76.8,-0.23,9.91,78176.4,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=3.6%,0,4.4,2,0.49090909090909096,23.6,TRANSITION
2026-04-23 06:42:28,ETHUSDT,T,2,LONG,5,2,0,0,0,-2,-1,0,0,1,1,0,-1,0,0,59.4,59.2,-0.48,9.91,2353.29,,,0,1,0,0,inside_va,-1,line=78.6%@2357.14 resist,0,10.9,2,0.403030303030303,16.3,TRANSITION
2026-04-23 06:44:04,BTCUSDT,T,-2,SHORT,5,-1,0,0,0,-1,0,0,0,1,-1,0,0,0,-1,64.0,76.8,-0.24,9.91,78167.7,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=3.6%,-1,-25.2,2,0.49090909090909096,23.6,TRANSITION
2026-04-23 06:45:09,ETHUSDT,T,3,LONG,5,2,0,0,0,-1,-1,0,0,1,1,0,-1,0,0,59.3,59.2,-0.48,9.91,2352.51,,,0,1,0,0,inside_va,-1,line=78.6%@2357.14 resist,0,17.2,2,0.403030303030303,16.3,TRANSITION
2026-04-23 06:45:31,TONUSDT,T,-7,SHORT,3,-8,0,0,0,1,0,0,0,0,1,0,0,1,-1,49.8,80.6,0.12,9.91,1.3469,,,0,-1,0,0,inside_va,0,fan_down pivot=2.0 dist=5.8%,0,4.3,-1,-0.1090909090909091,19.6,TRANSITION
2026-04-23 06:45:47,TRBUSDT,W,-2,SHORT,4,-1,0,0,0,0,-2,0,0,1,1,0,0,1,1,43.0,18.0,0.15,9.91,17.895,,,0,-1,0,0,inside_va,0,fan_up pivot=12.0 dist=2.3%,0,-19.3,-1,-0.24545454545454548,20.0,TRANSITION
2026-04-23 06:46:12,SOLUSDT,W,1,LONG,6,-4,0,1,0,1,2,0,0,-1,1,0,0,2,0,54.0,63.1,1.16,9.91,85.96,,,0,-1,0,-1,poc_resist,0,fan_down pivot=149.0 dist=25.3%,1,23.6,0,0.06969696969696969,20.0,TRANSITION
2026-04-23 06:46:31,XRPUSDT,W,1,LONG,5,-4,0,0,0,1,2,0,0,1,1,0,0,0,0,49.3,56.8,0.2,9.91,1.4218,,,0,-1,0,1,poc_support,0,fan_down pivot=2.0 dist=4.6%,0,14.0,0,-0.02121212121212121,20.0,TRANSITION
2026-04-23 06:46:44,LUNCUSDT,W,2,LONG,4,-1,0,0,0,-1,-1,1,0,0,1,0,-1,3,-1,69.4,79.3,0.48,9.91,0.0,,,0,0,0,0,inside_va,0,fan_up pivot=0.0 dist=3.1%,1,30.1,0,0.0,20.0,TRANSITION
2026-04-23 06:46:58,LINKUSDT,W,-2,SHORT,2,-4,0,0,0,0,1,0,0,0,1,0,0,0,0,48.2,61.2,-0.05,9.91,9.246,,,0,0,0,1,poc_support,0,fan_down pivot=14.0 dist=32.1%,0,-0.7,-1,-0.17878787878787877,20.0,TRANSITION
2026-04-23 06:47:11,LTCUSDT,W,-1,SHORT,3,-4,0,0,0,0,0,-1,0,1,1,0,0,2,0,52.3,51.3,-0.12,9.91,55.2,,,0,0,0,1,poc_support,0,fan_down pivot=85.0 dist=5.4%,0,-8.5,-1,-0.2,20.0,TRANSITION
2026-04-23 06:47:23,OPUSDT,W,0,NEUTRAL,0,-1,0,0,0,0,1,0,0,0,1,0,0,1,1,39.3,28.0,0.08,9.91,0.1191,,,0,-1,0,0,inside_va,0,fan_down pivot=0.0 dist=19.3%,0,18.7,-1,-0.17575757575757575,20.0,TRANSITION
2026-04-23 06:47:41,XLMUSDT,W,1,LONG,5,-4,0,1,0,0,-1,2,0,-1,1,0,0,2,-3,57.5,86.1,0.96,9.91,0.1774,,,0,-1,0,0,inside_va,0,fan_down pivot=0.0 dist=12.1%,0,-8.5,2,0.4,20.0,TRANSITION
2026-04-23 06:47:58,TRXUSDT,W,-3,SHORT,4,-5,0,0,0,0,-2,1,0,-1,1,0,0,1,0,44.6,56.5,0.28,9.91,0.3269,,,0,1,0,1,poc_support,1,line=78.6%@0.32 support,0,-1.0,-1,-0.33636363636363636,20.0,TRANSITION
2026-04-23 06:48:07,BGBUSDT,W,4,LONG,3,-2,0,0,0,0,0,0,0,0,1,0,0,4,-2,66.0,97.0,0.0,9.91,1.9384,,,0,0,0,0,inside_va,1,line=78.6%@1.93 support,0,-10.2,0,0.0,20.0,TRANSITION
2026-04-23 06:55:54,BTCUSDT,T,3,LONG,4,-1,0,0,0,1,0,0,0,1,-1,0,0,0,-1,63.9,76.8,-0.25,9.92,78160.2,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=3.6%,2,69.7,2,0.49090909090909096,23.6,TRANSITION
2026-04-23 06:57:49,BTCUSDT,T,1,LONG,3,-1,0,0,0,-1,0,0,0,1,-1,0,0,0,-1,63.9,76.8,-0.23,9.93,78150.0,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=3.6%,2,44.5,2,0.49090909090909096,23.6,TRANSITION
2026-04-23 07:00:31,BTCUSDT,T,-1,SHORT,5,-1,0,0,0,-2,0,-1,0,1,-1,0,0,0,-1,64.0,76.8,-0.23,9.93,78174.6,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=3.6%,2,42.0,2,0.49090909090909096,23.6,TRANSITION
2026-04-23 07:01:37,ETHUSDT,T,6,LONG,6,2,0,0,0,2,-1,-1,0,1,1,0,-1,0,0,59.7,59.2,-0.42,9.93,2354.41,,,0,0,0,0,inside_va,-1,line=78.6%@2357.14 resist,2,50.3,2,0.403030303030303,16.3,TRANSITION
2026-04-23 07:01:59,TONUSDT,T,-9,SHORT,4,-8,-1,0,0,0,0,-1,0,0,1,0,0,1,-1,50.1,80.6,0.18,9.93,1.3477,,,0,-1,0,0,inside_va,0,fan_down pivot=2.0 dist=5.8%,0,1.3,0,-0.04242424242424242,19.6,TRANSITION
2026-04-23 07:02:15,TRBUSDT,W,-2,SHORT,5,-1,0,0,0,0,0,-1,0,1,1,0,0,1,1,43.9,18.1,0.19,9.93,17.95,,,0,-1,0,0,inside_va,0,fan_up pivot=12.0 dist=2.6%,-1,-31.4,-1,-0.2,20.0,TRANSITION
2026-04-23 07:02:40,SOLUSDT,W,-1,SHORT,5,-4,0,1,0,-1,2,-1,0,1,1,0,0,2,0,54.5,63.2,1.17,9.93,86.05,,,0,-1,0,-1,poc_resist,0,fan_down pivot=149.0 dist=25.3%,0,13.7,0,0.06969696969696969,20.0,TRANSITION
2026-04-23 07:03:00,XRPUSDT,W,0,NEUTRAL,0,-4,0,0,0,0,1,-1,0,1,1,0,0,1,0,49.4,56.7,0.23,9.93,1.4219,,,0,0,0,1,poc_support,0,fan_down pivot=2.0 dist=4.7%,0,2.3,0,-0.02121212121212121,20.0,TRANSITION
2026-04-23 07:03:12,LUNCUSDT,W,1,LONG,4,-1,0,1,0,-1,-1,-1,0,0,1,0,-1,3,-1,68.6,79.3,0.74,9.93,0.0,,,0,0,0,0,inside_va,0,fan_up pivot=0.0 dist=3.4%,1,23.3,0,0.0,20.0,TRANSITION
2026-04-23 07:03:27,LINKUSDT,W,-1,SHORT,3,-4,0,0,0,0,2,-1,0,0,1,0,0,1,0,48.4,61.0,-0.05,9.93,9.25,,,0,0,0,1,poc_support,0,fan_down pivot=14.0 dist=32.1%,0,3.4,-1,-0.17878787878787877,20.0,TRANSITION
2026-04-23 07:03:40,LTCUSDT,W,-4,SHORT,6,-4,0,0,0,-1,-1,-1,0,1,1,0,0,2,0,52.1,51.2,-0.13,9.93,55.18,,,0,-1,0,1,poc_support,0,fan_down pivot=85.0 dist=5.3%,0,-12.5,-1,-0.2,20.0,TRANSITION
2026-04-23 07:03:52,OPUSDT,W,-2,SHORT,4,-1,0,0,0,0,0,-1,0,0,1,0,0,1,1,39.8,27.9,0.19,9.93,0.1193,,,0,-1,0,0,inside_va,0,fan_down pivot=0.0 dist=19.2%,0,-8.0,-1,-0.17575757575757575,20.0,TRANSITION
2026-04-23 07:04:11,XLMUSDT,W,-4,SHORT,5,-4,0,1,0,0,-2,-1,0,-1,1,0,0,2,-3,56.8,85.6,0.89,9.93,0.177,,,0,-1,0,0,inside_va,0,fan_down pivot=0.0 dist=11.9%,0,-0.2,1,0.3333333333333333,20.0,TRANSITION
2026-04-23 07:04:28,TRXUSDT,W,-5,SHORT,5,-5,0,0,0,0,-2,-1,0,-1,1,0,0,1,0,44.6,56.3,0.34,9.93,0.3269,,,0,1,0,1,poc_support,1,line=78.6%@0.32 support,0,4.6,-1,-0.33636363636363636,20.0,TRANSITION
2026-04-23 07:04:37,BGBUSDT,W,2,LONG,3,-2,0,0,0,0,0,-1,0,0,1,0,0,4,-2,66.4,97.1,0.0,9.93,1.94,,,0,0,0,0,inside_va,1,line=78.6%@1.93 support,-1,-26.3,0,0.0,20.0,TRANSITION
2026-04-23 07:12:34,BTCUSDT,T,-3,SHORT,5,-1,0,0,0,0,0,-1,0,1,-1,0,0,0,-1,64.0,76.8,-0.2,9.92,78177.8,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=3.5%,-2,-41.2,2,0.49090909090909096,23.6,TRANSITION
2026-04-23 08:39:22,BTCUSDT,T,-2,SHORT,5,-2,0,0,0,2,-2,0,0,1,-1,0,0,0,-1,62.9,77.5,-0.23,9.96,77837.1,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=3.1%,-1,-22.9,2,0.4242424242424242,22.5,TRANSITION
2026-04-23 08:40:36,ETHUSDT,T,-7,SHORT,6,-4,0,-1,0,1,-2,0,0,-1,1,0,0,0,0,55.9,60.0,-1.15,9.96,2335.03,,,0,1,0,-1,poc_resist,-1,line=78.6%@2357.14 resist,0,-8.9,0,0.045454545454545456,15.1,TRANSITION
2026-04-23 08:41:06,TONUSDT,T,-11,SHORT,5,-9,1,0,0,-2,-1,0,0,0,1,0,0,1,-2,42.3,87.0,-0.1,9.96,1.3453,,,0,-1,0,0,inside_va,0,fan_down pivot=2.0 dist=5.6%,0,6.0,-1,-0.13333333333333333,19.3,SIDEWAYS
2026-04-23 08:41:20,TRBUSDT,W,-1,SHORT,2,-2,0,0,0,0,0,0,0,0,1,0,0,1,1,42.3,20.8,-0.24,9.96,17.816,,,0,-1,0,0,inside_va,0,fan_up pivot=12.0 dist=1.9%,0,-10.0,0,-0.08787878787878788,20.0,TRANSITION
2026-04-23 08:41:45,SOLUSDT,W,-6,SHORT,5,-5,0,-1,0,-1,0,0,0,-1,1,0,0,1,0,52.3,64.8,-0.78,9.96,85.56,,,0,0,0,1,poc_support,0,fan_down pivot=149.0 dist=24.6%,0,18.4,-1,-0.13333333333333333,20.0,TRANSITION
2026-04-23 08:42:03,XRPUSDT,W,-8,SHORT,5,-5,0,0,0,-1,-2,0,0,-1,1,0,0,0,0,47.0,56.1,0.11,9.96,1.4151,,,0,0,0,1,poc_support,0,fan_down pivot=2.0 dist=4.1%,0,-3.8,-1,-0.17878787878787877,20.0,TRANSITION
2026-04-23 08:42:16,LUNCUSDT,W,-3,SHORT,3,-4,0,0,0,0,-1,0,0,0,1,0,-1,2,-2,67.5,85.0,-0.24,9.96,0.0,,,0,0,0,0,inside_va,0,fan_up pivot=0.0 dist=3.9%,0,6.9,0,0.0,20.0,TRANSITION
2026-04-23 08:42:29,LINKUSDT,W,-4,SHORT,4,-5,0,0,0,-1,0,-1,0,0,1,0,1,1,0,46.3,65.1,-0.01,9.96,9.211,,,0,0,0,1,poc_support,0,fan_down pivot=14.0 dist=31.6%,0,-6.0,-1,-0.13333333333333333,20.0,TRANSITION
2026-04-23 08:42:42,LTCUSDT,W,-5,SHORT,6,-4,0,0,0,1,-2,-1,0,0,1,0,0,2,0,53.8,55.0,-0.16,9.96,55.09,,,0,-1,0,1,poc_support,0,fan_down pivot=85.0 dist=5.2%,-1,-22.7,-1,-0.13333333333333333,20.0,TRANSITION
2026-04-23 08:42:54,OPUSDT,W,-6,SHORT,4,-5,0,0,0,0,0,0,0,0,1,0,-1,1,0,39.8,31.9,0.02,9.96,0.1185,,,0,-1,0,0,inside_va,0,fan_down pivot=0.0 dist=19.7%,0,-7.0,-1,-0.28787878787878785,20.0,TRANSITION
2026-04-23 08:43:08,XLMUSDT,W,-9,SHORT,6,-8,0,0,0,-1,-1,-1,0,-1,1,0,0,2,-2,55.4,83.7,-0.03,9.96,0.1763,,,0,-1,0,0,inside_va,0,fan_down pivot=0.0 dist=11.4%,0,-3.1,1,0.31212121212121213,20.0,TRANSITION
2026-04-23 08:43:24,TRXUSDT,W,3,LONG,6,-5,0,0,0,0,2,0,0,0,1,0,1,3,0,48.9,53.2,0.28,9.96,0.3282,,,0,0,0,1,poc_support,1,line=78.6%@0.32 support,0,-0.7,-1,-0.11212121212121212,20.0,TRANSITION
2026-04-23 08:43:33,BGBUSDT,W,0,NEUTRAL,0,-4,0,0,0,1,0,0,0,0,1,0,-1,4,-3,57.9,93.4,0.0,9.96,1.9233,,,0,0,0,0,inside_va,-1,line=78.6%@1.93 resist,0,-18.3,0,0.0,20.0,TRANSITION
2026-04-23 09:06:57,BTCUSDT,T,-8,SHORT,7,-2,0,-1,0,1,-2,-1,0,0,-1,0,0,0,-1,61.4,77.5,-0.93,9.96,77640.0,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=2.9%,-2,-40.7,1,0.35757575757575755,22.5,TRANSITION
2026-04-23 09:21:11,BTCUSDT,T,-4,SHORT,6,-1,0,-1,0,2,-2,0,0,-1,-1,0,0,0,-1,61.5,77.5,-1.31,9.99,77644.7,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=2.9%,0,-10.2,1,0.35757575757575755,22.2,TRANSITION
2026-04-23 09:26:23,BTCUSDT,T,-4,SHORT,6,-1,0,-1,0,0,-2,0,0,-1,-1,0,0,0,-1,60.3,77.3,-1.45,9.99,77479.0,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=2.8%,2,48.8,1,0.35757575757575755,22.2,TRANSITION
2026-04-23 09:31:21,BTCUSDT,T,-4,SHORT,6,-1,0,-1,0,2,-2,0,0,-1,-1,0,0,0,-1,61.0,77.5,-1.48,10.0,77574.7,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=2.9%,0,15.7,1,0.35757575757575755,22.2,TRANSITION
2026-04-23 09:35:36,BTCUSDT,T,-6,SHORT,7,-1,0,-1,0,2,-2,0,0,-1,-1,0,0,0,-1,61.4,77.5,-1.5,10.0,77634.0,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=2.9%,-2,-57.2,1,0.35757575757575755,22.2,TRANSITION
2026-04-23 09:37:15,ETHUSDT,T,-4,SHORT,5,-4,0,-1,0,0,0,1,0,-1,1,0,0,0,0,52.2,58.5,-3.7,10.0,2319.91,,,0,1,0,1,poc_support,0,fan_up pivot=1736.0 dist=1.5%,-1,-32.0,-1,-0.2909090909090909,15.9,TRANSITION
2026-04-23 09:37:49,TONUSDT,T,-11,SHORT,4,-9,0,0,0,0,-2,0,0,0,1,0,0,1,-2,40.3,86.2,-0.15,10.0,1.3405,,,0,-1,0,0,inside_va,0,fan_down pivot=2.0 dist=5.2%,0,4.1,-1,-0.2,19.5,SIDEWAYS
2026-04-23 09:38:05,TRBUSDT,W,-5,SHORT,5,-2,0,0,0,0,-2,-1,0,0,1,0,0,1,1,42.3,20.5,-0.24,10.0,17.815,,,0,-1,0,0,inside_va,0,fan_up pivot=12.0 dist=1.9%,-1,-24.5,0,-0.08787878787878788,20.0,TRANSITION
2026-04-23 09:38:31,SOLUSDT,W,-7,SHORT,5,-5,0,0,0,-1,-2,0,0,-1,1,0,0,1,0,52.3,64.3,-0.33,10.0,85.55,,,0,-1,0,1,poc_support,0,fan_down pivot=149.0 dist=24.6%,0,-4.6,0,0.0,20.0,TRANSITION
2026-04-23 09:38:50,XRPUSDT,W,-6,SHORT,3,-5,0,0,0,0,-2,0,0,-1,1,0,0,0,0,46.7,55.4,0.19,10.0,1.4143,,,0,0,0,1,poc_support,0,fan_down pivot=2.0 dist=4.1%,0,7.6,0,0.0,20.0,TRANSITION
2026-04-23 09:39:01,LUNCUSDT,W,-5,SHORT,5,-4,0,0,0,0,-1,-1,0,-1,1,0,-1,2,-2,63.6,84.5,-0.16,10.0,0.0,,,0,0,0,0,inside_va,0,fan_up pivot=0.0 dist=4.9%,0,10.3,0,0.0,20.0,TRANSITION
2026-04-23 09:39:15,LINKUSDT,W,0,NEUTRAL,0,-5,0,0,0,0,0,0,0,-1,1,0,1,1,0,45.2,64.2,-0.02,10.0,9.186,,,0,2,0,1,poc_support,0,fan_down pivot=14.0 dist=31.2%,0,-0.8,0,0.0,20.0,TRANSITION
2026-04-23 09:39:28,LTCUSDT,W,-5,SHORT,4,-4,0,0,0,0,-2,0,0,-1,1,0,0,1,0,53.3,54.5,-0.32,10.0,55.05,,,0,-1,0,1,poc_support,0,fan_down pivot=85.0 dist=5.1%,0,-12.5,0,0.0,20.0,TRANSITION
2026-04-23 09:39:40,OPUSDT,W,-4,SHORT,4,-5,0,1,0,1,0,0,0,-1,1,0,-1,1,0,40.0,31.3,0.55,10.0,0.1186,,,0,-1,0,0,inside_va,0,fan_down pivot=0.0 dist=19.6%,0,4.7,0,0.0,20.0,TRANSITION
2026-04-23 09:39:54,XLMUSDT,W,-11,SHORT,5,-8,0,0,0,-1,-2,0,0,-1,1,0,0,1,-2,54.0,83.3,-0.04,10.0,0.1756,,,0,-1,0,0,inside_va,0,fan_down pivot=0.0 dist=11.0%,0,-0.5,0,0.0,20.0,TRANSITION
2026-04-23 09:40:09,TRXUSDT,W,2,LONG,7,-5,0,0,0,-1,2,0,0,1,1,0,1,2,0,49.8,52.8,0.32,10.0,0.3285,,,0,-1,0,1,poc_support,1,line=78.6%@0.32 support,0,-9.1,0,0.0,20.0,TRANSITION
2026-04-23 09:40:18,BGBUSDT,W,-1,SHORT,3,-4,0,0,0,1,0,0,0,0,0,0,-1,4,-3,57.0,93.4,0.0,10.0,1.9201,,,0,0,0,0,inside_va,-1,line=78.6%@1.93 resist,0,4.5,0,0.0,20.0,TRANSITION
2026-04-23 09:58:37,BTCUSDT,T,-9,SHORT,8,-1,0,-1,0,-2,-1,0,0,-1,-1,0,0,0,-1,61.1,77.5,-1.58,10.0,77592.8,,,0,-1,0,0,inside_va,0,fan_up pivot=59800.0 dist=2.8%,-2,-40.4,1,0.35757575757575755,22.2,TRANSITION
2026-04-23 10:00:18,ETHUSDT,T,-7,SHORT,5,-4,0,-1,0,0,-2,-1,0,0,0,0,0,0,0,51.1,57.9,-3.49,10.0,2315.0,,,0,1,0,1,poc_support,0,fan_up pivot=1736.0 dist=1.8%,0,-3.6,-1,-0.2909090909090909,15.9,TRANSITION
2026-04-23 10:00:54,TONUSDT,T,-14,SHORT,6,-9,0,0,0,-1,-2,-1,0,0,0,0,0,1,-2,38.9,85.7,-0.01,10.0,1.3368,,,0,-1,0,0,inside_va,0,fan_down pivot=2.0 dist=5.1%,0,-0.4,-1,-0.26666666666666666,19.6,SIDEWAYS
2026-04-23 10:01:10,TRBUSDT,W,0,NEUTRAL,0,0,0,0,0,1,-2,-1,0,0,0,0,0,2,1,40.7,19.8,-0.01,10.0,17.71,,,0,-1,0,1,val_support,1,line=38.2%@17.49 support,0,-16.2,-1,-0.2,20.0,TRANSITION
2026-04-23 10:01:36,SOLUSDT,W,-6,SHORT,4,-5,0,0,0,1,-2,-1,0,0,0,0,0,1,0,51.8,64.1,0.0,10.0,85.47,,,0,-1,0,1,poc_support,0,fan_down pivot=149.0 dist=24.5%,0,12.6,0,0.0,20.0,TRANSITION
2026-04-23 10:01:55,XRPUSDT,W,-7,SHORT,3,-5,0,0,0,0,-2,-1,0,0,0,0,0,0,0,46.8,55.2,-0.0,10.0,1.4145,,,0,0,0,1,poc_support,0,fan_down pivot=2.0 dist=4.1%,0,1.5,0,0.0,20.0,TRANSITION
2026-04-23 10:02:06,LUNCUSDT,W,-4,SHORT,4,-4,0,0,0,-1,0,-1,0,0,0,0,-1,2,-2,64.1,84.5,-0.0,10.0,0.0,,,0,0,0,0,inside_va,0,fan_up pivot=0.0 dist=4.9%,1,35.7,0,0.0,20.0,TRANSITION
2026-04-23 10:02:25,LINKUSDT,W,-3,SHORT,3,-5,0,0,0,1,-2,-1,0,0,0,0,1,1,0,45.3,63.9,0.0,10.0,9.188,,,0,1,0,1,poc_support,0,fan_down pivot=14.0 dist=31.2%,0,3.8,0,0.0,20.0,TRANSITION
2026-04-23 10:02:37,LTCUSDT,W,0,NEUTRAL,0,-4,0,0,0,1,0,-1,0,0,0,0,0,2,0,54.1,54.5,0.03,10.0,55.11,,,0,1,0,1,poc_support,0,fan_down pivot=85.0 dist=5.2%,0,-12.2,0,0.0,20.0,TRANSITION
2026-04-23 10:02:49,OPUSDT,W,-6,SHORT,4,-5,0,0,0,0,0,-1,0,0,1,0,-1,1,0,41.0,31.2,-0.01,10.0,0.119,,,0,-1,0,0,inside_va,0,fan_down pivot=0.0 dist=19.3%,0,-15.3,0,0.0,20.0,TRANSITION
2026-04-23 10:03:03,XLMUSDT,W,-9,SHORT,4,-8,0,0,0,1,-1,-1,0,0,0,0,0,1,-2,54.5,83.2,-0.04,10.0,0.1759,,,0,-1,0,0,inside_va,0,fan_down pivot=0.0 dist=11.2%,0,5.4,0,0.0,20.0,TRANSITION
2026-04-23 10:03:18,TRXUSDT,W,0,NEUTRAL,0,-5,0,0,0,-1,2,-1,0,0,0,0,1,2,0,48.2,52.4,-0.04,10.0,0.328,,,0,0,0,1,poc_support,1,line=78.6%@0.32 support,0,-8.9,0,0.0,20.0,TRANSITION
2026-04-23 10:03:27,BGBUSDT,W,-3,SHORT,5,-4,0,0,0,0,0,-1,0,0,1,0,-1,5,-3,57.8,93.4,0.0,10.0,1.9231,,,0,0,0,0,inside_va,-1,line=78.6%@1.93 resist,-2,-47.5,0,0.0,20.0,TRANSITION
2026-04-23 10:06:24,ETHUSDT,T,-3,SHORT,3,-4,0,0,0,0,0,-1,0,-1,1,0,0,0,0,51.4,57.9,-0.13,10.0,2316.51,,,0,1,0,1,poc_support,0,fan_up pivot=1736.0 dist=1.9%,0,14.8,0,0.0,16.0,TRANSITION
